"MSSubClass","MSZoning","LotArea","LotShape","LandContour","Neighborhood","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","Exterior1st","Exterior2nd","MasVnrArea","ExterQual","Foundation","BsmtQual","BsmtCond","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","Fence","SalePrice"
60,"RL",11796,"IR1","Lvl","Gilbert","1Fam","2Story",7,5,2004,2005,"VinylSd","VinylSd",0,"Gd","PConc","Gd","TA","Unf",0,"Unf",847,847,"Ex","Y",847,1112,1959,0,2,1,4,1,"Gd",8,"Typ",1,"Gd","BuiltIn",2004,"Fin",2,434,"TA","TA","Y",100,48,"MnPrv",215000
90,"RM",7200,"Reg","Lvl","OldTown","Duplex","SFoyer",5,5,1980,1980,"MetalSd","MetalSd",180,"TA","CBlock","Gd","TA","GLQ",936,"Unf",0,936,"TA","Y",936,0,936,1,1,0,2,1,"TA",4,"Typ",0,"TA","Detchd",1980,"Unf",2,672,"TA","TA","Y",49,0,"MnPrv",140000
50,"RL",7804,"Reg","Lvl","SWISU","1Fam","1.5Fin",4,3,1928,1950,"WdShing","Plywood",0,"TA","BrkTil","TA","TA","BLQ",622,"Unf",500,1122,"TA","Y",1328,653,1981,1,2,0,4,1,"Gd",7,"Min2",2,"TA","Detchd",1981,"Unf",2,576,"TA","TA","Y",431,44,"MnPrv",135000
20,"RL",10712,"Reg","Lvl","Mitchel","1Fam","1Story",5,5,1991,1992,"HdBoard","HdBoard",0,"TA","PConc","Gd","TA","BLQ",212,"Unf",762,974,"TA","Y",974,0,974,0,1,0,3,1,"TA",5,"Typ",0,"Gd","Attchd",1988,"Unf",0,0,"TA","TA","Y",0,28,"MnPrv",93500
70,"RM",9900,"Reg","Lvl","OldTown","1Fam","2Story",6,4,1880,1950,"Wd Sdng","Wd Sdng",0,"TA","BrkTil","TA","TA","Unf",0,"Unf",1008,1008,"TA","Y",1178,1032,2210,0,2,0,5,1,"Fa",8,"Typ",0,"Gd","Detchd",1930,"Unf",1,205,"Fa","TA","N",0,48,"MnPrv",117500
60,"RL",9828,"IR1","Lvl","SawyerW","1Fam","2Story",8,5,1995,1995,"VinylSd","VinylSd",0,"Gd","PConc","Gd","TA","GLQ",584,"Unf",544,1128,"Ex","Y",1142,878,2020,0,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd",1995,"RFn",2,466,"TA","TA","Y",0,155,"GdWo",239500
60,"RL",8773,"IR1","HLS","Gilbert","1Fam","2Story",6,5,1997,1997,"VinylSd","VinylSd",0,"TA","PConc","Gd","TA","Unf",0,"Unf",916,916,"Gd","Y",916,684,1600,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1997,"Fin",2,460,"TA","TA","Y",100,38,"GdPrv",169000
30,"RM",6180,"Reg","Lvl","BrkSide","1Fam","1Story",6,5,1926,1950,"Wd Sdng","Wd Sdng",0,"TA","BrkTil","TA","TA","Unf",0,"Unf",960,960,"TA","N",986,0,986,0,1,0,2,1,"TA",5,"Typ",1,"Gd","Detchd",1926,"Unf",1,180,"TA","TA","Y",0,128,"MnPrv",102000
50,"RL",9600,"Reg","Lvl","NAmes","1Fam","1.5Fin",6,5,1950,1950,"VinylSd","VinylSd",0,"TA","CBlock","TA","TA","BLQ",280,"Unf",752,1032,"TA","Y",1032,220,1252,0,1,0,3,1,"TA",6,"Typ",0,"Gd","Attchd",1950,"Unf",1,288,"TA","TA","Y",0,0,"MnPrv",119000
50,"RL",6342,"Reg","Lvl","Sawyer","1Fam","1.5Fin",5,8,1875,1996,"VinylSd","VinylSd",0,"TA","CBlock","TA","TA","Unf",0,"Unf",780,780,"Gd","N",780,240,1020,0,1,0,2,1,"TA",6,"Typ",0,"Gd","Detchd",1979,"Unf",0,0,"Fa","TA","N",0,0,"MnPrv",94000
20,"RL",9819,"IR1","Lvl","Mitchel","1Fam","1Story",6,5,1977,1977,"Plywood","ImStucc",0,"TA","PConc","TA","TA","ALQ",1567,"Unf",0,1567,"TA","Y",1567,0,1567,1,2,0,2,1,"Gd",5,"Typ",2,"TA","Attchd",1977,"RFn",2,714,"TA","TA","Y",264,32,"MnPrv",196000
30,"RL",8731,"IR1","Lvl","BrkSide","1Fam","1Story",5,5,1920,1950,"Stucco","Stucco",0,"TA","BrkTil","TA","TA","BLQ",645,"Unf",270,915,"TA","Y",1167,0,1167,0,1,0,3,1,"TA",6,"Maj1",1,"Gd","Detchd",1972,"Unf",2,495,"TA","TA","Y",0,0,"MnPrv",144000
20,"RL",7350,"Reg","Lvl","NAmes","1Fam","1Story",5,7,1951,1951,"HdBoard","HdBoard",0,"TA","CBlock","TA","TA","ALQ",852,"Unf",100,952,"TA","Y",952,0,952,1,1,0,2,1,"TA",4,"Typ",0,"TA","Detchd",1988,"Unf",2,840,"TA","TA","Y",0,0,"MnPrv",139000
60,"RL",10304,"IR1","Lvl","NWAmes","1Fam","2Story",5,7,1976,1976,"Plywood","Plywood",44,"TA","CBlock","TA","TA","ALQ",381,"Unf",399,780,"Ex","Y",1088,780,1868,1,2,1,4,1,"Gd",9,"Typ",1,"TA","Attchd",1976,"Unf",2,484,"TA","TA","Y",448,96,"GdPrv",197500
60,"RL",9965,"Reg","Lvl","CollgCr","1Fam","2Story",8,5,2006,2007,"VinylSd","VinylSd",340,"Gd","PConc","Ex","TA","GLQ",1150,"Unf",316,1466,"Ex","Y",1466,1362,2828,1,3,0,4,1,"Gd",11,"Typ",1,"TA","BuiltIn",2006,"RFn",3,1052,"TA","TA","Y",125,144,"MnPrv",424870
20,"RL",9000,"Reg","Lvl","Sawyer","1Fam","1Story",5,3,1959,1959,"Wd Sdng","Plywood",0,"TA","CBlock","TA","TA","GLQ",288,"Unf",718,1006,"TA","Y",1006,0,1006,0,1,0,3,1,"TA",5,"Typ",0,"TA","Attchd",1958,"Unf",0,0,"TA","TA","Y",0,24,"MnPrv",80000
190,"RL",12180,"Reg","Lvl","Edwards","2fmCon","1.5Fin",4,4,1941,1950,"MetalSd","MetalSd",0,"TA","BrkTil","Gd","TA","BLQ",348,"Unf",324,672,"Fa","N",672,252,924,1,1,0,2,1,"Fa",5,"Typ",0,"Gd","Detchd",1941,"Unf",1,280,"TA","TA","Y",0,0,"MnPrv",80000
50,"RM",6240,"Reg","Lvl","BrkSide","1Fam","1.5Fin",5,6,1928,1950,"MetalSd","MetalSd",0,"TA","BrkTil","TA","TA","Unf",0,"Unf",1042,1042,"Ex","Y",1042,534,1576,0,1,0,3,1,"TA",8,"Typ",1,"Gd","Detchd",1928,"Unf",1,225,"TA","TA","Y",0,0,"MnPrv",149000
20,"RL",11200,"Reg","Lvl","SawyerW","1Fam","1Story",6,5,1985,1985,"Wd Sdng","Wd Shng",85,"Gd","CBlock","Gd","TA","GLQ",1258,"Unf",40,1298,"TA","Y",1298,0,1298,1,2,0,3,1,"Gd",5,"Typ",1,"TA","Attchd",1985,"Unf",2,403,"TA","TA","Y",165,26,"MnPrv",180000
70,"RL",12000,"Reg","Bnk","Crawfor","1Fam","2Story",7,7,1941,1950,"MetalSd","MetalSd",0,"TA","CBlock","TA","TA","Rec",275,"Unf",429,704,"Ex","Y",860,704,1564,0,1,1,3,1,"Fa",7,"Typ",1,"Gd","Attchd",1941,"Unf",1,234,"TA","TA","Y",0,0,"GdPrv",174500
50,"RM",5700,"Reg","Lvl","OldTown","1Fam","1.5Fin",7,7,1926,1950,"Wd Sdng","Wd Sdng",0,"TA","PConc","TA","TA","Unf",0,"Unf",572,572,"TA","Y",572,539,1111,0,1,0,2,1,"TA",5,"Typ",1,"Gd","Detchd",1982,"Unf",1,288,"TA","TA","Y",0,0,"MnPrv",116900
70,"RM",9000,"Reg","Lvl","OldTown","1Fam","2Story",7,9,1920,1988,"VinylSd","VinylSd",0,"TA","PConc","TA","TA","ALQ",624,"Unf",26,650,"Ex","Y",832,650,1482,0,1,0,3,1,"TA",7,"Typ",0,"Gd","Detchd",1930,"Unf",2,324,"TA","TA","Y",0,0,"MnPrv",143000
20,"RL",8280,"IR1","Lvl","NAmes","1Fam","1Story",6,5,1950,1950,"BrkFace","BrkFace",0,"TA","CBlock","TA","TA","Unf",0,"Unf",932,932,"Ex","Y",932,0,932,0,1,0,2,1,"Gd",4,"Typ",1,"Gd","Attchd",1950,"Unf",1,306,"TA","TA","Y",0,0,"GdPrv",124000
20,"RL",17755,"Reg","Lvl","Edwards","1Fam","1Story",5,4,1959,1959,"HdBoard","Plywood",132,"TA","CBlock","TA","TA","BLQ",176,"Unf",1290,1466,"TA","Y",1466,0,1466,0,1,1,3,1,"Fa",6,"Typ",2,"Gd","Attchd",1959,"Fin",2,528,"TA","TA","Y",0,140,"GdWo",149900
20,"RL",14115,"IR1","Lvl","Crawfor","1Fam","1Story",6,7,1956,2004,"Stone","Stone",0,"TA","PConc","TA","TA","ALQ",296,"GLQ",230,1073,"Ex","Y",1811,0,1811,0,1,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd",1956,"Fin",2,470,"TA","TA","Y",0,0,"GdWo",230000
30,"RM",5890,"Reg","Lvl","IDOTRR","1Fam","1Story",6,8,1930,2007,"Wd Sdng","Wd Sdng",0,"Gd","BrkTil","TA","TA","ALQ",538,"Unf",278,816,"Ex","Y",816,0,816,0,1,0,2,1,"TA",5,"Typ",0,"Gd","Detchd",2002,"Unf",1,432,"TA","TA","Y",0,0,"GdWo",120500
60,"RL",13700,"IR1","Lvl","NAmes","1Fam","2Story",7,6,1965,1988,"VinylSd","VinylSd",288,"TA","CBlock","TA","TA","ALQ",454,"Unf",410,864,"TA","Y",902,918,1820,0,1,2,4,1,"Gd",8,"Typ",2,"Gd","Attchd",1965,"Unf",2,492,"TA","TA","Y",60,84,"GdPrv",201800
20,"RL",10768,"IR1","Lvl","Veenker","1Fam","1Story",5,8,1976,2004,"Plywood","Plywood",0,"Gd","CBlock","Gd","TA","ALQ",1157,"Unf",280,1437,"TA","Y",1437,0,1437,1,2,0,3,1,"Gd",6,"Typ",1,"Fa","Attchd",1976,"RFn",2,528,"TA","TA","Y",0,21,"MnPrv",218000
80,"RL",9350,"Reg","Lvl","NAmes","1Fam","SLvl",5,8,1965,1999,"BrkFace","BrkFace",0,"TA","PConc","TA","TA","ALQ",633,"Unf",586,1219,"Gd","Y",1265,0,1265,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd",1965,"RFn",2,502,"TA","TA","Y",0,92,"MnPrv",179900
120,"RL",5001,"IR1","Lvl","NridgHt","Twnhs","1Story",7,5,2007,2008,"VinylSd","VinylSd",166,"Gd","PConc","Gd","TA","GLQ",904,"Unf",410,1314,"Ex","Y",1314,0,1314,1,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2008,"RFn",2,626,"TA","TA","Y",172,62,"GdPrv",230000
20,"RL",11932,"Reg","Lvl","Somerst","1Fam","1Story",8,5,2007,2008,"VinylSd","VinylSd",186,"Gd","PConc","Gd","TA","Unf",0,"Unf",1580,1580,"Ex","Y",1580,0,1580,0,2,0,3,1,"Gd",7,"Typ",0,"Gd","Attchd",2008,"RFn",3,830,"TA","TA","Y",0,24,"MnPrv",235128
60,"RL",9120,"Reg","Lvl","NWAmes","1Fam","2Story",6,6,1974,1974,"HdBoard","HdBoard",270,"Gd","CBlock","TA","TA","ALQ",442,"Unf",459,901,"TA","Y",943,933,1876,0,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd",1974,"RFn",2,540,"Gd","TA","Y",0,69,"GdPrv",185000
160,"RL",2280,"Reg","Lvl","NPkVill","Twnhs","2Story",6,5,1978,1978,"Plywood","Brk Cmn",0,"TA","CBlock","Gd","TA","ALQ",311,"Unf",544,855,"Fa","Y",855,601,1456,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1978,"Unf",2,440,"TA","TA","Y",26,0,"GdPrv",146000
20,"RL",14778,"IR1","Low","Crawfor","1Fam","1Story",6,7,1954,2006,"HdBoard","HdBoard",72,"Gd","CBlock","TA","TA","BLQ",728,"Unf",568,1296,"Ex","Y",1640,0,1640,1,1,0,3,1,"Gd",7,"Typ",1,"Gd","Detchd",1993,"Unf",2,924,"TA","TA","Y",108,0,"MnPrv",224000
20,"RL",8724,"Reg","Lvl","Sawyer","1Fam","1Story",5,5,1968,1968,"VinylSd","VinylSd",0,"TA","CBlock","Gd","TA","BLQ",492,"Unf",402,894,"Gd","Y",894,0,894,0,1,0,3,1,"TA",5,"Typ",1,"Po","Attchd",1968,"Fin",2,450,"TA","TA","Y",0,0,"GdPrv",129000
90,"RL",12900,"Reg","Lvl","Sawyer","Duplex","SFoyer",4,4,1969,1969,"Plywood","Plywood",0,"TA","CBlock","Gd","TA","GLQ",1198,"Unf",0,1198,"TA","Y",1258,0,1258,2,0,2,0,2,"TA",6,"Typ",0,"TA","CarPort",1969,"Unf",2,400,"Fa","TA","Y",120,0,"GdPrv",108959
80,"RL",16157,"IR1","Lvl","Veenker","1Fam","SLvl",5,7,1978,1978,"Plywood","Plywood",0,"TA","PConc","Gd","TA","ALQ",680,"Rec",289,1360,"Ex","Y",1432,0,1432,1,1,1,2,1,"Gd",5,"Typ",1,"TA","Attchd",1978,"Unf",2,588,"TA","TA","Y",168,180,"MnPrv",194000
20,"RL",9541,"IR1","Lvl","NridgHt","1Fam","1Story",7,5,2009,2009,"VinylSd","VinylSd",268,"Gd","PConc","Gd","TA","Unf",0,"Unf",1502,1502,"Ex","Y",1502,0,1502,0,2,0,3,1,"Gd",7,"Typ",0,"Gd","Attchd",2009,"RFn",2,644,"TA","TA","Y",0,114,"MnPrv",233170
20,"RL",10475,"IR1","Lvl","CollgCr","1Fam","1Story",8,5,2008,2008,"VinylSd","VinylSd",72,"Gd","PConc","Gd","TA","Unf",0,"Unf",1694,1694,"Ex","Y",1694,0,1694,0,2,0,3,1,"Gd",7,"Typ",0,"TA","Attchd",2008,"RFn",3,776,"TA","TA","Y",160,33,"MnPrv",245350
60,"RL",10852,"IR1","Lvl","Gilbert","1Fam","2Story",6,5,2000,2000,"VinylSd","VinylSd",0,"TA","PConc","Gd","TA","GLQ",786,"Unf",173,959,"Ex","Y",959,712,1671,1,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",2000,"Fin",2,472,"TA","TA","Y",0,38,"MnPrv",173000
70,"RL",13728,"Reg","Lvl","Edwards","1Fam","2Story",6,7,1935,1986,"Stucco","Stucco",0,"TA","CBlock","TA","TA","Rec",626,"Unf",501,1127,"Ex","Y",1236,872,2108,0,2,0,4,1,"Gd",7,"Typ",2,"TA","Basment",1935,"Unf",2,540,"TA","TA","Y",0,0,"MnPrv",235000
60,"RL",35760,"IR1","Lvl","NoRidge","1Fam","2Story",10,5,1995,1996,"HdBoard","HdBoard",1378,"Gd","PConc","Ex","TA","GLQ",1387,"Unf",543,1930,"Ex","Y",1831,1796,3627,1,3,1,4,1,"Gd",10,"Typ",1,"TA","Attchd",1995,"Fin",3,807,"TA","TA","Y",361,76,"MnPrv",625000
80,"RL",9880,"Reg","Lvl","Mitchel","1Fam","SLvl",6,6,1977,1977,"Plywood","Plywood",0,"TA","CBlock","TA","TA","ALQ",522,"Unf",574,1096,"TA","Y",1118,0,1118,1,1,0,3,1,"TA",6,"Typ",1,"Po","Attchd",1977,"Fin",1,358,"TA","TA","Y",203,0,"GdPrv",171000
20,"RL",9120,"Reg","Lvl","NAmes","1Fam","1Story",6,6,1958,1958,"MetalSd","MetalSd",0,"TA","CBlock","TA","TA","ALQ",662,"Unf",599,1261,"Ex","Y",1261,0,1261,1,1,0,3,1,"TA",6,"Typ",1,"TA","Attchd",1958,"RFn",2,433,"TA","TA","Y",0,0,"MnPrv",163000
160,"FV",4017,"IR1","Lvl","Somerst","TwnhsE","2Story",7,5,2006,2007,"MetalSd","MetalSd",0,"Gd","PConc","Gd","TA","Unf",0,"Unf",625,625,"Ex","Y",625,625,1250,0,2,1,2,1,"Gd",5,"Typ",0,"Gd","Detchd",2006,"Fin",2,625,"TA","TA","Y",0,54,"MnPrv",171900
50,"RL",18030,"IR1","Bnk","ClearCr","1Fam","1.5Fin",5,6,1946,1994,"MetalSd","MetalSd",0,"TA","CBlock","TA","TA","Rec",152,"BLQ",977,1598,"TA","Y",1636,971,3086,0,3,0,3,1,"Ex",12,"Maj1",1,"Gd","Attchd",1939,"Unf",0,0,"TA","TA","Y",122,0,"MnPrv",200500
70,"RL",16560,"IR1","Lvl","Crawfor","1Fam","2Story",6,8,1932,1950,"Wd Sdng","Wd Sdng",0,"TA","BrkTil","Gd","TA","Rec",503,"Unf",449,952,"TA","Y",1170,1175,2345,0,2,1,4,1,"TA",9,"Typ",1,"Gd","Detchd",1932,"Unf",2,360,"TA","TA","Y",0,0,"MnPrv",239000
50,"RL",10678,"Reg","Lvl","NoRidge","1Fam","1.5Fin",8,5,1992,2000,"HdBoard","HdBoard",337,"Gd","PConc","Gd","TA","GLQ",700,"Unf",983,1683,"Ex","Y",2129,743,2872,0,2,1,4,1,"Gd",9,"Typ",1,"TA","Attchd",1992,"Fin",2,541,"TA","TA","Y",0,33,"MnPrv",285000
20,"RL",6951,"IR1","Lvl","Mitchel","1Fam","1Story",5,5,1984,1985,"HdBoard","Plywood",0,"TA","CBlock","TA","TA","ALQ",658,"Unf",218,876,"TA","Y",923,0,923,1,1,0,3,1,"TA",5,"Typ",0,"TA","Attchd",1984,"Unf",1,264,"TA","TA","Y",362,0,"MnPrv",119500
50,"RM",3950,"Reg","Bnk","OldTown","1Fam","1.5Fin",6,8,1926,2004,"MetalSd","MetalSd",0,"TA","CBlock","TA","TA","Rec",468,"Unf",350,818,"TA","Y",818,406,1224,0,1,0,3,1,"TA",5,"Typ",0,"Gd","Detchd",1926,"Unf",1,210,"TA","TA","N",0,0,"MnPrv",115000
50,"RL",7681,"IR1","Lvl","Crawfor","1Fam","1.5Fin",5,6,1921,1950,"Wd Sdng","Wd Sdng",0,"TA","BrkTil","TA","TA","Unf",0,"Unf",731,731,"Ex","Y",820,523,1343,0,1,1,3,1,"TA",7,"Typ",1,"Gd","Detchd",1921,"Unf",1,186,"Fa","TA","Y",192,0,"MnPrv",154900
20,"RL",8335,"Reg","Lvl","Edwards","1Fam","1Story",5,5,1954,1954,"Wd Sdng","Wd Sdng",0,"TA","Slab","Gd","TA","Rec",0,"Unf",0,0,"Gd","Y",1124,0,1124,0,1,0,3,1,"TA",5,"Min2",1,"Gd","Attchd",1954,"Fin",0,0,"TA","TA","N",0,36,"MnPrv",93000
60,"RL",11170,"IR2","Lvl","Timber","1Fam","2Story",7,5,1990,1991,"MetalSd","MetalSd",0,"TA","Wood","Gd","TA","LwQ",1216,"Unf",0,1216,"Ex","Y",1298,1216,2514,0,2,1,4,1,"TA",8,"Typ",0,"Gd","Attchd",1990,"Fin",2,693,"TA","TA","Y",0,0,"GdPrv",250000
120,"RM",5587,"IR1","HLS","Crawfor","TwnhsE","1Story",8,5,2008,2008,"CemntBd","CmentBd",186,"Ex","PConc","Ex","TA","GLQ",1480,"Unf",120,1600,"Ex","Y",1652,0,1652,1,2,0,2,1,"Gd",5,"Typ",1,"Gd","Attchd",2008,"Fin",2,482,"TA","TA","Y",162,53,"MnPrv",392500
30,"RL",10800,"Reg","Lvl","OldTown","1Fam","1Story",5,6,1920,1950,"Stucco","Stucco",0,"TA","BrkTil","TA","TA","Rec",821,"Unf",299,1120,"Ex","Y",1130,0,1130,1,1,0,2,1,"TA",5,"Typ",1,"Gd","Detchd",1970,"Unf",2,720,"TA","TA","Y",229,0,"MnPrv",120000
20,"RL",35133,"Reg","Lvl","Timber","1Fam","1Story",5,4,1963,1963,"MetalSd","MetalSd",226,"TA","CBlock","TA","TA","Rec",1159,"Unf",413,1572,"Gd","Y",1572,0,1572,1,1,1,3,1,"TA",5,"Typ",2,"TA","2Types",1963,"RFn",3,995,"TA","TA","Y",0,263,"MnPrv",186700
50,"RL",9738,"Reg","Lvl","Edwards","1Fam","1.5Fin",5,7,1924,1950,"AsbShng","AsbShng",0,"TA","BrkTil","TA","TA","BLQ",392,"Unf",392,784,"Gd","Y",949,272,1221,1,1,0,4,1,"TA",7,"Typ",0,"TA","Attchd",1965,"Unf",1,392,"TA","TA","Y",0,0,"MnPrv",104900
190,"RL",10615,"IR1","Bnk","OldTown","2fmCon","2Story",3,5,1900,1970,"HdBoard","HdBoard",0,"TA","CBlock","Fa","TA","BLQ",440,"Unf",538,978,"TA","Y",1014,685,1699,1,2,0,3,2,"TA",7,"Typ",0,"Gd","CarPort",1920,"Unf",2,420,"Fa","Fa","Y",0,74,"GdWo",95000
20,"RL",12461,"Reg","Lvl","NoRidge","1Fam","1Story",8,5,1994,1995,"ImStucc","ImStucc",0,"Gd","PConc","Gd","TA","GLQ",1456,"Unf",168,1624,"Ex","Y",1624,0,1624,1,2,0,2,1,"Gd",5,"Typ",1,"Fa","Attchd",1994,"RFn",3,757,"TA","TA","Y",0,114,"GdPrv",262000
60,"RL",8935,"IR1","Lvl","CollgCr","1Fam","2Story",7,5,2002,2002,"VinylSd","VinylSd",95,"Gd","PConc","Gd","TA","Unf",0,"Unf",831,831,"Ex","Y",831,829,1660,0,2,1,3,1,"Gd",7,"Typ",0,"Gd","Attchd",2002,"RFn",2,493,"TA","TA","Y",144,68,"MnPrv",195000
60,"RL",7500,"Reg","Lvl","Gilbert","1Fam","2Story",7,5,1999,1999,"VinylSd","VinylSd",0,"TA","PConc","TA","TA","Unf",0,"Unf",994,994,"Gd","Y",1028,776,1804,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",1999,"Fin",2,442,"TA","TA","Y",140,60,"MnPrv",189000
190,"RL",32463,"Reg","Low","Mitchel","2fmCon","1Story",4,4,1961,1975,"MetalSd","MetalSd",149,"TA","CBlock","TA","TA","BLQ",1159,"Unf",90,1249,"Ex","Y",1622,0,1622,1,1,0,3,1,"TA",7,"Typ",1,"TA","2Types",1975,"Fin",4,1356,"TA","TA","Y",439,0,"MnPrv",168000
160,"FV",2645,"Reg","Lvl","Somerst","Twnhs","2Story",8,5,1999,2000,"MetalSd","MetalSd",456,"Gd","PConc","Gd","TA","Unf",0,"Unf",776,776,"Ex","Y",764,677,1441,0,2,1,2,1,"Gd",5,"Typ",0,"TA","Detchd",1999,"Unf",2,492,"TA","TA","Y",206,0,"MnPrv",174000
50,"RM",9600,"Reg","Lvl","OldTown","1Fam","1.5Fin",5,8,1925,1994,"VinylSd","VinylSd",0,"TA","PConc","TA","TA","Unf",0,"Unf",702,702,"Gd","Y",842,630,1472,0,1,0,3,1,"Gd",6,"Typ",0,"Gd","Detchd",1925,"Unf",1,250,"TA","Fa","P",0,0,"GdWo",125000
120,"RM",4500,"Reg","Lvl","Mitchel","TwnhsE","1Story",6,5,1999,1999,"VinylSd","VinylSd",425,"TA","PConc","Ex","TA","GLQ",883,"Unf",341,1224,"Ex","Y",1224,0,1224,1,2,0,2,1,"TA",5,"Typ",0,"TA","Attchd",1999,"Fin",2,402,"TA","TA","Y",0,304,"MnPrv",165000
60,"RL",9364,"Reg","Lvl","Sawyer","1Fam","2Story",6,7,1969,1969,"HdBoard","HdBoard",143,"TA","CBlock","TA","TA","ALQ",371,"Unf",292,663,"TA","Y",663,689,1352,0,1,1,4,1,"TA",7,"Typ",0,"Gd","Attchd",1969,"Fin",1,299,"TA","TA","Y",379,36,"MnPrv",158000
60,"RL",8029,"IR1","Lvl","Gilbert","1Fam","2Story",6,5,2005,2005,"VinylSd","VinylSd",0,"TA","PConc","Gd","TA","Unf",0,"Unf",728,728,"Ex","Y",728,728,1456,0,2,1,3,1,"Gd",8,"Typ",0,"Gd","Attchd",2005,"Fin",2,400,"TA","TA","Y",100,24,"MnPrv",176000
60,"RL",14054,"IR1","Lvl","Gilbert","1Fam","2Story",7,5,2006,2006,"VinylSd","VinylSd",0,"Gd","PConc","Gd","TA","Unf",0,"Unf",879,879,"Ex","Y",879,984,1863,0,2,1,4,1,"Gd",9,"Typ",1,"Gd","BuiltIn",2006,"Fin",3,660,"TA","TA","Y",100,17,"MnPrv",219210
75,"RM",8850,"IR1","Bnk","OldTown","1Fam","2.5Unf",7,6,1916,1950,"MetalSd","MetalSd",0,"TA","BrkTil","TA","TA","Unf",0,"Unf",815,815,"Ex","Y",815,875,1690,0,1,0,3,1,"TA",7,"Typ",1,"Gd","Detchd",1916,"Unf",1,225,"TA","TA","Y",0,0,"MnPrv",144000
20,"RL",9100,"Reg","Lvl","CollgCr","1Fam","1Story",7,5,2001,2001,"VinylSd","VinylSd",0,"Gd","PConc","Gd","TA","Unf",0,"Unf",1212,1212,"Ex","Y",1212,0,1212,0,2,0,3,1,"Gd",6,"Typ",0,"Ex","Attchd",2001,"RFn",2,573,"TA","TA","Y",356,0,"MnPrv",178000
20,"RL",11235,"Reg","Lvl","Sawyer","1Fam","1Story",4,5,1963,1979,"HdBoard","HdBoard",51,"TA","CBlock","TA","TA","Rec",547,"Unf",504,1051,"Gd","Y",1382,0,1382,0,1,1,3,1,"TA",6,"Typ",1,"Po","Attchd",1974,"Unf",2,459,"TA","TA","Y",0,82,"GdPrv",148000
20,"RL",9353,"Reg","Lvl","NAmes","1Fam","1Story",4,5,1970,1970,"MetalSd","MetalSd",0,"TA","CBlock","TA","TA","Unf",0,"Unf",864,864,"Gd","Y",864,0,864,0,1,0,3,1,"TA",5,"Typ",0,"Gd","Attchd",1972,"Unf",1,280,"TA","TA","Y",0,0,"MnPrv",116050
60,"RL",10400,"Reg","Lvl","CollgCr","1Fam","2Story",7,5,1998,1998,"VinylSd","VinylSd",0,"TA","PConc","Gd","TA","Unf",0,"Unf",866,866,"Ex","Y",866,913,1779,0,2,1,3,1,"Gd",6,"Typ",0,"TA","Attchd",1998,"RFn",2,546,"TA","TA","Y",198,36,"MnPrv",197900
50,"RM",6000,"Reg","Lvl","BrkSide","1Fam","1.5Fin",5,8,1925,1997,"Wd Sdng","Wd Sdng",0,"TA","BrkTil","TA","TA","Unf",0,"Unf",884,884,"Ex","Y",884,464,1348,1,1,0,3,1,"TA",5,"Typ",1,"Fa","Detchd",1960,"Unf",1,216,"TA","TA","N",0,0,"GdPrv",117000
20,"RL",9750,"Reg","Lvl","CollgCr","1Fam","1Story",7,5,2000,2001,"VinylSd","VinylSd",171,"Gd","PConc","Gd","TA","Unf",0,"Unf",1630,1630,"Ex","Y",1630,0,1630,0,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd",2000,"Unf",2,451,"TA","TA","Y",74,234,"GdWo",213000
20,"RL",10140,"Reg","Lvl","NWAmes","1Fam","1Story",5,6,1975,1975,"HdBoard","HdBoard",0,"TA","CBlock","Gd","TA","ALQ",788,"Unf",268,1056,"Ex","Y",1074,0,1074,1,1,1,3,1,"TA",6,"Typ",0,"TA","Attchd",1975,"RFn",2,495,"TA","TA","Y",0,88,"MnPrv",153500
20,"RL",14684,"IR1","Lvl","SawyerW","1Fam","1Story",7,7,1990,1991,"HdBoard","HdBoard",234,"Gd","CBlock","Gd","TA","ALQ",485,"BLQ",1496,2158,"Gd","Y",2196,0,2196,0,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd",1990,"RFn",3,701,"TA","TA","Y",84,70,"MnPrv",271900
